id	moveType	moveSpeed	zoomMode	zoomShadow	enemyHp	enemyAttack	enemyBlack	enemySpeed	normalAttack	skillId	isBoss	enemymode	enemyAi	dropGold	dropExp	dropItem	txt	enemyLevel	enemyType
10030	2	0	100	80	10000	300	1	1300	4	0	0	10028	2	8	25	0	食人花/法师\n46-49关血量400	1	1
10031	1	4	100	80	1000	150	2	3900	15	0	0	10010	5	7	25	0	树妖\n1-4关血量900	1	1
10032	4	1	100	80	1000	150	3	3250	7	0	0	10048	5	7	25	0	树妖\n6-9关血量400	1	1
10033	4	1	100	80	1000	200	3	1950	7	0	0	10048	5	7	25	0	树妖\n11-14关血量400	1	1
10034	4	1	100	80	3000	200	3	1950	7	0	0	10048	5	12	25	0	树妖蓝色\n16-19关血量400	1	1
10035	4	1	100	80	3000	200	3	1300	8	0	0	10048	5	12	25	0	树妖（蓝色）\n21-24关血量400	1	1
10036	4	1	100	80	3500	250	3	1300	8	0	0	10048	5	12	25	0	树妖\n26-29关血量400	1	1
10037	4	1	100	80	4500	250	3	1300	8	0	0	10048	5	12	25	0	树妖\n31-34关血量400	1	1
10038	4	1	100	80	5500	300	3	1300	8	0	0	10048	5	12	25	0	树妖\n36-39关血量400	1	1
10039	4	1	100	80	6500	300	3	1300	8	0	0	10048	5	12	25	0	树妖\n41-44关血量400	1	1
10040	4	1	100	80	7500	300	3	1300	8	0	0	10048	5	12	25	0	树妖\n46-49关血量400	1	1
10041	2	1	100	80	1000	150	2	3250	15	0	0	10046	11	0	25	0	弓箭手\n1-4关血量400	1	1
10042	2	1	100	80	1000	150	2	2600	15	0	0	10046	11	0	25	0	弓箭手\n6-9关血量400	1	1
10043	2	1	100	80	1650	200	2	1950	10	0	0	10046	11	8	25	0	弓箭手\n11-14关血量400	1	1
10044	2	1	100	80	1000	200	2	1300	10	0	0	10046	11	8	25	0	弓箭手\n16-19关血量400	1	1
10045	2	1	100	80	1000	200	2	1300	10	0	0	10046	11	8	25	0	弓箭手\n21-24关血量400	1	1
10046	2	1	100	80	1000	250	2	1300	10	0	0	10046	11	8	25	0	弓箭手\n26-29关血量400	1	1
10047	2	1	100	80	1000	250	2	1300	10	0	0	10046	11	8	25	0	弓箭手\n31-34关血量400	1	1
10048	2	1	100	80	1000	300	2	1300	10	0	0	10046	11	8	25	0	弓箭手\n36-39关血量400	1	1
10049	2	1	100	80	1000	300	2	1300	10	0	0	10046	11	8	25	0	弓箭手\n41-44关血量400	1	1
10050	2	1	100	80	1000	300	2	1300	10	0	0	10046	11	8	25	0	弓箭手\n46-49关血量400	1	1
10051	2	8	100	37	400	150	2	3250	15	0	0	10040	6	4	25	0	粘土怪\n1-4关血量400	1	近战
10052	2	8	100	37	600	150	2	2600	15	0	0	10040	6	4	25	0	粘土怪\n6-9关血量400	1	近战
10053	2	8	100	37	1200	200	2	1950	15	0	0	10040	6	4	25	0	粘土怪\n11-14关血量400	1	近战
10054	2	8	100	37	1100	200	2	1300	15	0	0	10040	6	4	25	0	粘土怪\n16-19关血量400	1	近战
10055	2	8	100	37	1100	200	2	1300	15	0	0	10040	6	4	25	0	粘土怪\n21-24关血量400	1	近战
10056	2	8	100	37	1100	250	2	1300	15	0	0	10040	6	4	25	0	粘土怪\n26-29关血量400	1	近战
10057	2	8	100	37	1100	250	2	1300	15	0	0	10040	6	4	25	0	粘土怪\n31-34关血量400	1	近战
10058	2	8	100	37	1100	300	2	1300	15	0	0	10040	6	4	25	0	粘土怪\n36-39关血量400	1	近战
10059	2	8	100	37	1100	300	2	1300	15	0	0	10040	6	4	25	0	粘土怪\n41-44关血量400	1	近战
10060	2	8	100	37	1100	300	2	1300	15	0	0	10040	6	4	25	0	粘土怪\n46-49关血量400	1	近战
10061	2	6	100	50	400	150	2	3250	15	0	0	10001	8	0	25	0	幽灵\n1-4关血量400	1	1
10062	2	8	100	50	1000	150	2	2600	15	0	0	10001	8	0	25	0	幽灵\n6-9关血量600	1	1
10063	2	4	100	50	1100	200	2	1950	15	0	0	10030	8	5	25	0	幽灵\n11-14关血量400	1	1
10064	2	4	100	50	1600	200	2	1300	15	0	0	10030	8	5	25	0	幽灵\n16-19关血量400	1	1
10065	2	4	100	50	2100	200	2	1300	15	0	0	10030	8	5	25	0	幽灵\n21-24关血量400	1	1
10066	2	4	100	50	2500	250	2	1300	15	0	0	10030	8	5	25	0	幽灵\n26-29关血量400	1	1
10067	2	4	100	50	2500	250	2	1300	15	0	0	10030	8	5	25	0	幽灵\n31-34关血量400	1	1
10068	2	4	100	50	3000	300	2	1300	15	0	0	10030	8	5	25	0	幽灵\n36-39关血量400	1	1
10069	2	4	100	50	3500	300	2	1300	15	0	0	10030	8	5	25	0	幽灵\n41-44关血量400	1	1
10070	2	4	100	50	4000	300	2	1300	15	0	0	10030	8	5	25	0	幽灵\n46-49关血量400	1	1
10071	2	1	100	37	2100	150	2	3250	20	0	0	10045	2	0	25	0	炸弹人\n1-4关	1	1
10072	2	1	100	37	2100	150	2	2600	20	0	0	10045	2	0	25	0	炸弹人\n6-9关	1	1
10073	2	1	100	37	2100	200	2	1950	20	0	0	10045	2	0	25	0	炸弹人\n11-14	1	1
10074	2	1	100	37	2100	200	2	1300	20	0	0	10045	2	12	25	0	炸弹人\n16-19	1	1
10075	2	1	100	37	2100	200	2	1300	20	0	0	10045	2	12	25	0	炸弹人\n21-24	1	1
10076	2	1	100	37	2500	250	2	1300	20	0	0	10045	2	12	25	0	炸弹人\n26-29	1	1
10077	2	1	100	37	3500	250	2	1300	20	0	0	10045	2	12	25	0	炸弹人\n31-34	1	1
10078	2	1	100	37	4500	300	2	1300	20	0	0	10045	2	12	25	0	炸弹人\n36-39	1	1
10079	2	1	100	37	5500	300	2	1300	20	0	0	10045	2	12	25	0	炸弹人\n41-44	1	1
10080	2	1	100	37	6500	300	2	1300	20	0	0	10045	2	12	25	0	炸弹人\n46-49	1	1
10081	2	2	135	64	6500	150	1	3250	0	12,15	1	10035	2	29	25	0	10关火龙BOSS/炮车	1	1
10082	2	2	135	64	22000	250	1	2600	0	12,13,14,15	1	10035	2	29	25	0	20关火龙BOSS/炮车	1	1
10083	2	2	135	64	32000	300	1	1950	0	12,13,14,15	1	10035	2	29	25	0	30关火龙BOSS/炮车	1	1
10084	2	2	135	64	42000	300	1	1300	0	12,13,14,15	1	10035	2	29	25	0	40关火龙BOSS/炮车	1	1
10085	4	1	135	64	12000	150	1	3250	22	21,9	1	10049	10	0	25	0	10关树人BOSS\n前10关没有	1	1
10086	4	1	135	64	22000	250	1	2600	22	21,9	1	10049	10	0	25	0	20关树人BOSS	1	1
10087	4	1	135	64	32000	300	1	1950	22	21,9	1	10049	10	29	25	0	30关树人BOSS	1	1
10088	4	1	135	64	42000	300	1	1300	22	21,9	1	10049	10	29	25	0	40关树人BOSS	1	1
10089	3	0	135	64	12000	150	1	3250	0	5,6	1	10037	2	29	25	0	10关食人花BOSS	1	1
10090	3	0	135	64	22000	250	1	2600	0	5,6	1	10037	2	29	25	0	20关食人花BOSS	1	1
10091	3	0	135	64	32000	300	1	1950	0	5,6	1	10037	2	29	25	0	30关食人花BOSS	1	1
10092	3	0	135	64	42000	300	1	1300	0	5,6	1	10037	2	29	25	0	40关食人花BOSS	1	1
10093	5	4	135	64	12000	150	1	3250	15	17	1	10039	9	4	25	0	10关分裂BOSS掉落32	1	1
10094	5	4	135	64	22000	250	1	2600	15	17	1	10039	9	4	25	0	20关分裂BOSS	1	1
10095	5	4	135	64	32000	300	1	1950	15	17	1	10039	9	4	25	0	30关分裂BOSS	1	1
10096	5	4	135	64	42000	300	1	1300	15	17	1	10039	9	4	25	0	40关分裂BOSS	1	1
10097	2	1	135	64	52000	300	1	1300	2	18	1	10034	3	29	25	0	50关石头人BOSS	1	1
10098	3	0	200	50	1500	1600	1	0	0	0	0	11000	0	29	0	0	9关宝箱	1	1
10099	3	0	200	50	1500	2000	1	0	0	0	0	11000	0	30	0	0	19关宝箱	1	1
10100	3	0	200	50	1500	2000	1	0	0	0	0	11000	0	20	0	0	29关宝箱	1	1
10101	3	0	200	50	1500	2000	1	0	0	0	0	11000	0	20	0	0	39关宝箱	1	1
10102	3	0	200	50	1500	2000	1	0	0	0	0	11000	0	20	0	0	49关宝箱	1	1
10103	2	2	100	80	1000	150	3	3250	2	0	0	10034	4	7	25	0	蓝色石头人\n1-4关血量1000	1	1
10104	2	2	100	80	1400	150	3	2600	2	0	0	10034	4	7	25	0	蓝色石头人\n6-10关血量1400	1	1
10105	2	2	100	80	2100	200	3	1950	2	0	0	10034	4	7	25	0	蓝色石头人\n11-14关血量400	1	1
10106	2	2	100	80	3150	200	3	1300	2	0	0	10034	4	7	25	0	蓝色石头人\n16-19关血量400	1	1
10107	2	2	100	80	3500	200	3	1300	2	0	0	10034	4	12	25	0	蓝色石头人\n21-24关血量400	1	1
10108	2	2	100	80	4500	250	3	1300	2	0	0	10034	4	12	25	0	蓝色石头人\n26-29关血量400	1	1
10109	2	2	100	80	7000	250	3	1300	2	0	0	10034	4	12	25	0	蓝色石头人\n31-34关血量400	1	1
10110	2	2	100	80	7000	300	3	1300	2	0	0	10034	4	12	25	0	蓝色石头人\n36-39关血量400	1	1
10111	2	2	100	80	10000	300	3	1300	2	0	0	10034	4	12	25	0	蓝色石头人\n41-44关血量400	1	1
10112	2	2	100	80	10000	300	3	1300	2	0	0	10034	4	12	25	0	蓝色石头人\n46-49关血量400	1	1
10113	2	4	100	80	3000	150	2	3250	16	0	0	10042	6	4	25	0	粘土怪\n1-4关血量400	1	近战
10114	2	4	100	80	3000	150	2	2600	16	0	0	10042	6	4	25	0	粘土怪\n6-9关血量400	1	近战
10115	2	4	100	80	3000	200	2	1950	15	16	0	10042	6	4	25	0	红色粘土怪\n11-14关血量400	1	近战
10116	2	4	100	80	3000	200	2	1300	15	16	0	10042	6	4	25	0	红色粘土怪\n16-19关血量400	1	近战
10117	2	4	100	80	3000	200	2	1300	15	16	0	10042	6	4	25	0	红色粘土怪\n21-24关血量400	1	近战
10118	2	4	100	80	3000	250	2	1300	15	16	0	10042	6	4	25	0	红色粘土怪\n26-29关血量400	1	近战
10119	2	4	100	80	3000	250	2	1300	15	16	0	10042	6	4	25	0	红色粘土怪\n31-34关血量400	1	近战
10120	2	4	100	80	3000	300	2	1300	15	16	0	10042	6	4	25	0	红色粘土怪\n36-39关血量400	1	近战
10121	2	4	100	80	3000	300	2	1300	15	16	0	10042	6	4	25	0	红色粘土怪\n41-44关血量400	1	近战
10122	2	4	100	80	3000	300	2	1300	15	16	0	10042	6	4	25	0	红色粘土怪\n46-49关血量400	1	近战
10123	2	3	100	80	400	150	2	3250	16	0	0	10038	8	5	25	0	幽灵\n1-4关血量400	1	近战
10124	2	3	100	80	1000	150	2	2600	16	0	0	10038	8	5	25	0	幽灵\n6-9关血量600	1	近战
10125	2	3	100	80	3300	200	2	1950	15	16	0	10038	8	5	25	0	棕色幽灵\n11-14关血量400	1	近战
10126	2	3	100	80	3300	200	2	1300	15	16	0	10038	8	5	25	0	棕色幽灵\n16-19关血量400	1	近战
10127	2	3	100	80	3300	200	2	1300	15	16	0	10038	8	5	25	0	棕色幽灵\n21-24关血量400	1	近战
10128	2	3	100	80	3300	250	2	1300	15	16	0	10038	8	5	25	0	棕色幽灵\n26-29关血量400	1	近战
10129	2	3	100	80	3300	250	2	1300	15	16	0	10038	8	5	25	0	棕色幽灵\n31-34关血量400	1	近战
10130	2	3	100	80	3300	300	2	1300	15	16	0	10038	8	5	25	0	棕色幽灵\n36-39关血量400	1	近战
10131	2	3	100	80	3300	300	2	1300	15	16	0	10038	8	5	25	0	棕色幽灵\n41-44关血量400	1	近战
10132	2	3	100	80	3300	300	2	1300	15	16	0	10038	8	5	25	0	棕色幽灵\n46-49关血量400	1	近战
10133	2	2	100	80	400	150	2	3250	11	0	0	10047	11	8	25	0	弓箭手\n1-4关血量400	1	1
10134	2	2	100	80	1000	150	2	2600	11	0	0	10047	11	8	25	0	弓箭手\n6-9关血量400	1	1
10135	2	2	100	80	1000	200	2	1950	11	0	0	10047	11	8	25	0	弓箭手\n11-14关血量400	1	1
10136	2	2	100	80	2750	200	2	1300	11	0	0	10047	11	8	25	0	弓箭手\n16-19关血量400	1	1
10137	2	2	100	80	3000	200	2	1300	11	0	0	10047	11	8	25	0	弓箭手\n21-24关血量400	1	1
10138	2	2	100	80	3500	250	2	1300	11	0	0	10047	11	8	25	0	弓箭手\n26-29关血量400	1	1
10139	2	2	100	80	4500	250	2	1300	11	0	0	10047	11	8	25	0	弓箭手\n31-34关血量400	1	1
10140	2	2	100	80	5500	300	2	1300	11	0	0	10047	11	8	25	0	弓箭手\n36-39关血量400	1	1
10141	2	2	100	80	6500	300	2	1300	11	0	0	10047	11	8	25	0	弓箭手\n41-44关血量400	1	1
10142	2	2	100	80	7500	300	2	1300	11	0	0	10047	11	8	25	0	弓箭手\n46-49关血量400	1	1
10143	2	1	100	80	400	150	2	3250	20	0	0	10044	2	0	25	0	炸弹人\n1-4关	1	1
10144	2	1	100	80	1000	150	2	2600	20	0	0	10044	2	0	25	0	炸弹人\n6-9关	1	1
10145	2	1	100	80	1000	200	2	1950	20	0	0	10044	2	0	25	0	炸弹人\n11-14	1	1
10146	2	1	100	80	1000	200	2	1300	20	0	0	10044	2	12	25	0	炸弹人\n16-19	1	1
10147	2	1	100	80	1000	200	2	1300	20	0	0	10044	2	12	25	0	炸弹人\n21-24	1	1
10148	2	1	100	80	2500	250	2	1300	20	0	0	10044	2	12	25	0	炸弹人\n26-29	1	1
10149	2	1	100	80	4500	250	2	1300	20	0	0	10044	2	12	25	0	炸弹人\n31-34	1	1
10150	2	1	100	80	6500	300	2	1300	20	0	0	10044	2	12	25	0	炸弹人\n36-39	1	1
10151	2	1	100	80	8500	300	2	1300	20	0	0	10044	2	12	25	0	炸弹人\n41-44	1	1
10152	2	1	100	80	10000	300	2	1300	20	0	0	10044	2	12	25	0	炸弹人\n46-49	1	1
10153	3	0	100	50	1500	1600	1	0	0	0	0	10027	0	29	0	0	新手宝箱	1	1
