id	moveType	moveSpeed	zoomMode	zoomShadow	enemyHp	enemyAttack	enemyBlack	enemySpeed	normalAttack	skillId	isBoss	enemymode	enemyAi	dropGold	dropExp	dropItem	txt	enemyLevel	enemyType
10093	5	4	135	64	12000	150	1	3250	15	17	1	10021	9	4	25	0	10关分裂BOSS掉落32	1	1
10094	5	4	135	64	22000	250	1	2600	15	17	1	10021	9	4	25	0	20关分裂BOSS	1	1
10095	5	4	135	64	32000	300	1	1950	15	17	1	10021	9	4	25	0	30关分裂BOSS	1	1
10096	5	4	135	64	42000	300	1	1300	15	17	1	10021	9	4	25	0	40关分裂BOSS	1	1
10097	2	1	135	64	52000	300	1	1300	2	18,19	1	10003	3	29	25	0	50关石头人BOSS	1	1
10098	3	0	200	50	1500	1600	1	0	0	0	0	11000	0	29	0	0	9关宝箱	1	1
10099	3	0	200	50	1500	2000	1	0	0	0	0	11000	0	30	0	0	19关宝箱	1	1
10100	3	0	200	50	1500	2000	1	0	0	0	0	11000	0	20	0	0	29关宝箱	1	1
10101	3	0	200	50	1500	2000	1	0	0	0	0	11000	0	20	0	0	39关宝箱	1	1
10102	3	0	200	50	1500	2000	1	0	0	0	0	11000	0	20	0	0	49关宝箱	1	1
10103	2	1	80	50	1000	150	3	1300	2	0	0	10004	4	7	25	0	蓝色石头人\n1-4关血量1000	1	1
10104	2	1	80	50	1400	150	3	1300	2	0	0	10004	4	7	25	0	蓝色石头人\n6-10关血量1400	1	1
10105	2	1	80	50	2100	200	3	1300	2	0	0	10004	4	7	25	0	蓝色石头人\n11-14关血量400	1	1
10106	2	1	80	50	3150	200	3	1300	2	0	0	10004	4	7	25	0	蓝色石头人\n16-19关血量400	1	1
10107	2	1	80	50	3500	200	3	1300	2	0	0	10004	4	12	25	0	蓝色石头人\n21-24关血量400	1	1
10108	2	1	80	50	4500	250	3	1300	2	0	0	10004	4	12	25	0	蓝色石头人\n26-29关血量400	1	1
10109	2	1	80	50	7000	250	3	1300	2	0	0	10004	4	12	25	0	蓝色石头人\n31-34关血量400	1	1
10110	2	1	80	50	7000	300	3	1300	2	0	0	10004	4	12	25	0	蓝色石头人\n36-39关血量400	1	1
10111	2	1	80	50	10000	300	3	1300	2	0	0	10004	4	12	25	0	蓝色石头人\n41-44关血量400	1	1
10112	2	1	80	50	10000	300	3	1300	2	0	0	10004	4	12	25	0	蓝色石头人\n46-49关血量400	1	1
10113	2	16	60	37	3000	150	2	1500	16	0	0	10018	6	4	25	0	粘土怪\n1-4关血量400	1	近战
10114	2	16	60	37	3000	150	2	1500	16	0	0	10018	6	4	25	0	粘土怪\n6-9关血量400	1	近战
10115	2	6	80	50	3000	200	2	1000	15	16	0	10018	6	4	25	0	红色粘土怪\n11-14关血量400	1	近战
10116	2	6	80	50	3000	200	2	1000	15	16	0	10018	6	4	25	0	红色粘土怪\n16-19关血量400	1	近战
10117	2	6	80	50	3000	200	2	1000	15	16	0	10018	6	4	25	0	红色粘土怪\n21-24关血量400	1	近战
10118	2	6	80	50	3000	250	2	1000	15	16	0	10018	6	4	25	0	红色粘土怪\n26-29关血量400	1	近战
10119	2	6	80	50	3000	250	2	1000	15	16	0	10018	6	4	25	0	红色粘土怪\n31-34关血量400	1	近战
10120	2	6	80	50	3000	300	2	1000	15	16	0	10018	6	4	25	0	红色粘土怪\n36-39关血量400	1	近战
10121	2	6	80	50	3000	300	2	1000	15	16	0	10018	6	4	25	0	红色粘土怪\n41-44关血量400	1	近战
10122	2	6	80	50	3000	300	2	1000	15	16	0	10018	6	4	25	0	红色粘土怪\n46-49关血量400	1	近战
10123	6	1	60	50	400	150	2	500	16	0	0	10022	8	5	25	0	幽灵\n1-4关血量400	1	近战
10124	6	1	60	50	1000	150	2	500	16	0	0	10022	8	5	25	0	幽灵\n6-9关血量600	1	近战
10125	6	4	60	50	3300	200	2	500	15	16	0	10022	8	5	25	0	棕色幽灵\n11-14关血量400	1	近战
10126	6	4	60	50	3300	200	2	500	15	16	0	10022	8	5	25	0	棕色幽灵\n16-19关血量400	1	近战
10127	6	4	60	50	3300	200	2	500	15	16	0	10022	8	5	25	0	棕色幽灵\n21-24关血量400	1	近战
10128	6	4	60	50	3300	250	2	500	15	16	0	10022	8	5	25	0	棕色幽灵\n26-29关血量400	1	近战
10129	6	4	60	50	3300	250	2	500	15	16	0	10022	8	5	25	0	棕色幽灵\n31-34关血量400	1	近战
10130	6	4	60	50	3300	300	2	500	15	16	0	10022	8	5	25	0	棕色幽灵\n36-39关血量400	1	近战
10131	6	4	60	50	3300	300	2	500	15	16	0	10022	8	5	25	0	棕色幽灵\n41-44关血量400	1	近战
10132	6	4	60	50	3300	300	2	500	15	16	0	10022	8	5	25	0	棕色幽灵\n46-49关血量400	1	近战
10133	1	2	100	50	400	150	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n1-4关血量400	1	1
10134	1	2	50	37	1000	150	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n6-9关血量400	1	1
10135	1	2	50	37	1000	200	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n11-14关血量400	1	1
10136	1	2	100	50	2750	200	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n16-19关血量400	1	1
10137	1	2	100	50	3000	200	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n21-24关血量400	1	1
10138	1	2	100	50	3500	250	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n26-29关血量400	1	1
10139	1	2	100	50	4500	250	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n31-34关血量400	1	1
10140	1	2	100	50	5500	300	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n36-39关血量400	1	1
10141	1	2	100	50	6500	300	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n41-44关血量400	1	1
10142	1	2	100	50	7500	300	2	1950	11	0	0	10013	11	8	25	0	弓箭手\n46-49关血量400	1	1
10143	2	1	60	50	400	150	2	1500	20	0	0	10025	2	0	25	0	炸弹人\n1-4关	1	1
10144	2	1	60	50	1000	150	2	1500	20	0	0	10025	2	0	25	0	炸弹人\n6-9关	1	1
10145	2	1	60	50	1000	200	2	1000	20	0	0	10025	2	0	25	0	炸弹人\n11-14	1	1
10146	2	1	60	50	1000	200	2	1000	20	0	0	10025	2	12	25	0	炸弹人\n16-19	1	1
10147	2	1	60	50	1000	200	2	1000	20	0	0	10025	2	12	25	0	炸弹人\n21-24	1	1
10148	2	1	60	50	2500	250	2	1000	20	0	0	10025	2	12	25	0	炸弹人\n26-29	1	1
10149	2	1	60	50	4500	250	2	1000	20	0	0	10025	2	12	25	0	炸弹人\n31-34	1	1
10150	2	1	60	50	6500	300	2	1000	20	0	0	10025	2	12	25	0	炸弹人\n36-39	1	1
10151	2	1	60	50	8500	300	2	1000	20	0	0	10025	2	12	25	0	炸弹人\n41-44	1	1
10152	2	1	60	50	10000	300	2	1000	20	0	0	10025	2	12	25	0	炸弹人\n46-49	1	1
